coral_number,site,habitat,transect,taxa,x,y,z,length_2013,width_2013,height_2013,observer_2013,note_2013,note_extra_2013,fusion_group_2013,fission_group_2013,growth_ratio_2013,dynamics_2013,length_2014,width_2014,height_2014,observer_2014,note_2014,note_extra_2014,fusion_group_2014,fission_group_2014,growth_ratio_2014,dynamics_2014,length_2015,width_2015,height_2015,observer_2015,note_2015,note_extra_2015,fusion_group_2015,fission_group_2015,growth_ratio_2015,dynamics_2015,length_2016,width_2016,height_2016,observer_2016,note_2016,note_extra_2016,fusion_group_2016,fission_group_2016,growth_ratio_2016,dynamics_2016,length_2017,width_2017,height_2017,observer_2017,note_2017,note_extra_2017,fusion_group_2017,fission_group_2017,growth_ratio_2017,dynamics_2017,length_2018,width_2018,height_2018,observer_2018,note_2018,note_extra_2018,fusion_group_2018,fission_group_2018,growth_ratio_2018,dynamics_2018,length_2019,width_2019,height_2019,observer_2019,note_2019,note_extra_2019,fusion_group_2019,fission_group_2019,growth_ratio_2019,dynamics_2019,length_2020,width_2020,height_2020,observer_2020,note_2020,note_extra_2020,fusion_group_2020,fission_group_2020,growth_ratio_2020,dynamics_2020,length_2021,width_2021,height_2021,observer_2021,note_2021,note_extra_2021,fusion_group_2021,fission_group_2021,growth_ratio_2021,dynamics_2021,length_2022,width_2022,height_2022,observer_2022,note_2022,note_extra_2022,fusion_group_2022,fission_group_2022,growth_ratio_2022,dynamics_2022,length_2023,width_2023,height_2023,observer_2023,note_2023,note_extra_2023,fusion_group_2023,fission_group_2023,growth_ratio_2023,dynamics_2023
6253,LTER5,BR,T1,Por,1.3,41,25,2,1.6,1.9,MK,R,NA,NA,NA,NA,Recruitment,NA,NA,NA,MK,D,NA,NA,NA,NA,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6254,LTER5,BR,T1,Por,1.3,50,44,2.8,2.4,3.5,MK,NA,NA,NA,NA,NA,NA,3.3,2.8,5.3,MK,NA,NA,NA,NA,1.31034482758621,Growth,4.1,4,5.6,MK,NA,NA,NA,NA,1.20175438596491,Growth,4.8,4.4,5.5,MK,NA,NA,NA,NA,1.07299270072993,Growth,NA,NA,NA,NS,NS,NA,NA,NA,NA,NA,5.3,5.4,5,EW,NA,NA,NA,NA,NA,NA,5.5,6,6.5,EW,NA,NA,NA,NA,1.14649681528662,Growth,6.5,5.5,6.5,EW,NA,NA,NA,NA,1.02777777777778,Growth,9.2,7.5,9.8,MK,NA,NA,NA,NA,1.43243243243243,Growth,10.5,7.5,10.1,NA,NA,NA,NA,NA,1.06037735849057,Growth,10.5,8.8,10.2,MK,NA,NA,NA,NA,1.04982206405694,Growth
6255,LTER5,BR,T1,Por,1.3,59,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NS,NS,NA,NA,NA,NA,NA,8.8,5,4.8,EW,NA,NA,NA,NA,NA,NA,5,3,4,EW,NA,NA,NA,NA,0.645161290322581,NA,5.5,5,6,EW,NA,NA,NA,NA,1.375,Growth,5.1,3.5,5,MK,NA,NA,NA,NA,0.824242424242424,NA,5.7,3.3,4.7,NA,NA,NA,NA,NA,1.00735294117647,Growth,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA
6256,LTER5,BR,T1,Por,1.3,70,28,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,4,2.7,3.7,MK,beige,NA,NA,NA,NA,NA,NA,NA,NA,NS,NS,NA,NA,NA,NA,NA,5.8,4.4,7.7,EW,NA,NA,NA,NA,NA,NA,5,6,7,EW,NA,NA,NA,NA,1.00558659217877,Growth,NA,NA,NA,EW,D,D,NA,NA,NA,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6257,LTER5,BR,T1,Por,1.31,7,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.7,3.7,MK,R,NA,NA,NA,NA,Recruitment,NA,NA,NA,NS,NS,NA,NA,NA,NA,NA,2.5,2.3,3.9,EW,NA,NA,NA,NA,NA,NA,3,3.5,5,EW,NA,NA,NA,NA,1.32183908045977,Growth,NA,NA,NA,EW,D,D,NA,NA,NA,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6258,LTER5,BR,T1,Por,1.31,43,27,2.9,1.8,3.6,MK,NA,NA,NA,NA,NA,NA,2.3,1.6,2.4,MK,R,NA,NA,NA,0.759036144578313,Recruitment,NA,NA,NA,MK,D,NA,NA,NA,NA,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6259,LTER5,BR,T1,Por,1.32,56,20,2.3,2.1,2.8,MK,R,NA,NA,NA,NA,Recruitment,2.3,0.7,2.2,MK,NA,NA,NA,NA,0.722222222222222,NA,1.2,0.5,1.4,MK,R,NA,NA,NA,0.596153846153846,Recruitment,1.3,1.4,0.9,MK,NA,NA,NA,NA,1.16129032258065,Growth,NA,NA,NA,NS,NS,NA,NA,NA,NA,NA,6.9,6.5,7.5,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,NA,montipora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,4,5.3,MK,NA,NA,NA,NA,NA,NA
6260,LTER5,BR,T1,Por,1.32,73,16,9.2,7,7.8,MK,NA,NA,NA,NA,NA,NA,7.3,3.3,5.9,MK,NA,NA,NA,NA,0.6875,NA,8.4,3,6.5,MK,NA,NA,NA,NA,1.08484848484848,Growth,8,3.4,6.3,MK,NA,NA,NA,NA,0.988826815642458,NA,NA,NA,NA,NS,NS,NA,NA,NA,NA,NA,9.2,5.2,7.9,EW,NA,NA,NA,NA,NA,NA,10,6,9,EW,NA,NA,NA,NA,1.12107623318386,Growth,18,13,12,EW,NA,NA,NA,NA,1.72,Growth,9.3,7,9.3,MK,NA,NA,NA,NA,0.595348837209302,NA,21,10.5,12.3,NA,NA,NA,NA,NA,1.7109375,Growth,11,5,5.5,MK,NA,NA,NA,NA,0.490867579908676,NA
6261,LTER5,BR,T1,Por,1.33,55,41,8.3,4.3,7.9,MK,NA,NA,NA,NA,NA,NA,4.7,5.1,4.7,MK,Fi5,NA,NA,5,0.707317073170732,Fission5,NA,NA,NA,MK,D,NA,NA,NA,NA,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6262,LTER5,BR,T1,Por,1.33,60,35,2.8,3.1,2,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,MK,D,NA,NA,NA,NA,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6263,LTER5,BR,T1,Por,1.33,61,31,4.8,2.3,3.1,MK,NA,NA,NA,NA,NA,NA,2.7,1.1,2.5,MK,R,NA,NA,NA,0.61764705882353,Recruitment,2.3,1.1,1.8,MK,NA,NA,NA,NA,0.825396825396825,NA,1.8,0.7,1.1,MK,R,NA,NA,NA,0.692307692307692,Recruitment,NA,NA,NA,NS,NS,NA,NA,NA,NA,NA,4.3,3.5,4.6,EW,NA,NA,NA,NA,NA,NA,5,4.5,5,EW,NA,NA,NA,NA,1.16935483870968,Growth,NA,NA,NA,EW,D,D,NA,NA,NA,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6264,LTER5,BR,T1,Por,1.33,68,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NS,NS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.5,EW,NA,NA,NA,NA,NA,NA,1.8,1.6,1.5,MK,NA,NA,NA,NA,1.96,Growth,2.3,2.3,4.6,NA,NA,NA,NA,NA,1.87755102040816,Growth,2.8,2.5,6,MK,NA,NA,NA,NA,1.22826086956522,Growth
6265,LTER5,BR,T1,Por,1.35,5,59,2.3,1.6,2,MK,R,NA,NA,NA,NA,Recruitment,1.8,1.2,1.8,MK,NA,NA,NA,NA,0.813559322033898,NA,3,2.3,2.7,MK,R,NA,NA,NA,1.66666666666667,"Recruitment, Growth",4.5,3,5.3,MK,NA,NA,NA,NA,1.6,Growth,NA,NA,NA,NS,NS,NA,NA,NA,NA,NA,NA,NA,NA,EW,D,D,NA,NA,NA,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6266,LTER5,BR,T1,Por,1.35,7,58,1.3,1,1.4,MK,R,NA,NA,NA,NA,Recruitment,NA,NA,NA,MK,D,NA,NA,NA,NA,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6267,LTER5,BR,T1,Por,1.35,42,39,8.5,6,9.8,MK,NA,NA,NA,NA,NA,NA,8.3,5.7,9.1,MK,NA,NA,NA,NA,0.950617283950617,NA,NA,NA,NA,MK,D,NA,NA,NA,NA,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6268,LTER5,BR,T1,Por,1.35,58,36,0.9,0.4,0.4,MK,R,NA,NA,NA,NA,Recruitment,NA,NA,NA,MK,D,NA,NA,NA,NA,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6269,LTER5,BR,T1,Por,1.35,62,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,2.2,1.7,EW,NA,R,NA,NA,NA,Recruitment,5,4.5,5,EW,NA,NA,NA,NA,2.3015873015873,Growth,NA,NA,NA,EW,D,D,NA,NA,NA,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6270,LTER5,BR,T1,Por,1.35,73,22,2.7,1.3,0.7,MK,R,NA,NA,NA,NA,Recruitment,2.1,0.7,1.5,MK,NA,NA,NA,NA,0.914893617021276,NA,NA,NA,NA,MK,D,NA,NA,NA,NA,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6271,LTER5,BR,T1,Por,1.36,1,55,7.3,4.7,7.6,MK,NA,NA,NA,NA,NA,NA,7.2,7.7,5.6,MK,NA,NA,NA,NA,1.04591836734694,Growth,9.2,8,8.1,MK,NA,NA,NA,NA,1.23414634146341,Growth,2.2,1.8,2.6,MK,R,NA,NA,NA,0.260869565217391,Recruitment,NA,NA,NA,NS,NS,NA,NA,NA,NA,NA,NA,NA,NA,EW,D,D,NA,NA,NA,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6272,LTER5,BR,T1,Por,1.36,61,8,6.3,5.4,7.6,MK,NA,NA,NA,NA,NA,NA,4,5.8,5.1,MK,NA,NA,NA,NA,0.772020725388601,NA,6.9,6.6,5.1,MK,NA,NA,NA,NA,1.24832214765101,Growth,7.7,4.8,6.4,MK,NA,NA,NA,NA,1.01612903225806,Growth,NA,NA,NA,NS,NS,NA,NA,NA,NA,NA,NA,NA,NA,EW,D,D,NA,NA,NA,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6273,LTER5,BR,T1,Por,1.37,73,13,13.5,9.6,14.7,MK,NA,NA,NA,NA,NA,NA,6.7,3.7,5.8,MK,NA,NA,NA,NA,0.428571428571429,NA,7,8.4,7.9,MK,NA,NA,NA,NA,1.43827160493827,Growth,9,6.5,7.3,MK,NA,NA,NA,NA,0.978540772532189,NA,NA,NA,NA,NS,NS,NA,NA,NA,NA,NA,6.2,5.1,4.9,EW,NA,NA,NA,NA,NA,NA,7,5,6,EW,NA,NA,NA,NA,1.11111111111111,Growth,5,4,2,EW,NA,montiipora covering,NA,NA,0.611111111111111,NA,9.6,5.2,4.7,MK,NA,NA,NA,NA,1.77272727272727,Growth,8,5.3,6.7,NA,NA,NA,NA,NA,1.02564102564103,Growth,4,2.7,3.2,MK,NA,NA,NA,NA,0.495,NA
6274,LTER5,BR,T1,Por,1.37,79,39,13.2,7,11.5,MK,NA,NA,NA,NA,NA,NA,7.2,4.4,7.6,MK,Fi6,NA,NA,6,0.605678233438486,Fission6,8.5,5.6,7.5,MK,NA,NA,NA,NA,1.125,Growth,12,6.8,10.3,MK,Fu1,NA,1,NA,1.34722222222222,"Growth, Fusion1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8,7,7.3,EW,NA,NA,NA,NA,NA,NA,7.5,7,7,EW,NA,NA,NA,NA,0.972850678733032,NA,14,15,10,EW,NA,NA,NA,NA,1.81395348837209,Growth,19,9.5,13.3,MK,Fu2,NA,2,NA,1.07179487179487,"Growth, Fusion2",22,10.3,12.8,NA,NA,NA,NA,NA,1.07894736842105,Growth,5.1,4.1,4.6,MK,NA,NA,NA,NA,0.305986696230599,NA
6275,LTER5,BR,T1,Por,1.37,85,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NS,NS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3,6,5.9,MK,M,NA,NA,NA,NA,NA,8.9,3.7,4.7,NA,NA,NA,NA,NA,0.816037735849056,NA,3,2,3.4,MK,NA,NA,NA,NA,0.485549132947977,NA
6276,LTER5,BR,T1,Por,1.38,59,11,2.6,1.8,3,MK,R,NA,NA,NA,NA,Recruitment,2.7,1.8,3.1,MK,NA,NA,NA,NA,1.02702702702703,Growth,NA,NA,NA,MK,D,NA,NA,NA,NA,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6277,LTER5,BR,T1,Por,1.4,47,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,3.8,5.3,MK,R,NA,NA,NA,NA,Recruitment,4.5,4.8,6.3,NA,NA,NA,NA,NA,1.14705882352941,Growth,5.9,5,5.9,MK,NA,NA,NA,NA,1.07692307692308,Growth
6278,LTER5,BR,T1,Por,1.4,52,45,3.3,2.2,3.9,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,MK,D,NA,NA,NA,NA,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6279,LTER5,BR,T1,Por,1.4,73,41,5.3,2.5,4,MK,NA,NA,NA,NA,NA,NA,3.3,1.6,4.1,MK,NA,NA,NA,NA,0.76271186440678,NA,4.3,2.8,4,MK,NA,NA,NA,NA,1.23333333333333,Growth,3.6,2.8,5.9,MK,NA,NA,NA,NA,1.10810810810811,Growth,NA,NA,NA,NS,NS,NA,NA,NA,NA,NA,5.7,3.4,4.1,EW,NA,NA,NA,NA,NA,NA,5,4.5,5,EW,NA,NA,NA,NA,1.09848484848485,Growth,11,7,7.5,EW,NA,NA,NA,NA,1.75862068965517,Growth,NA,NA,NA,MK,Fu2,NA,2,NA,NA,Fusion2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6280,LTER5,BR,T1,Por,1.4,77,28,1.8,1,0.7,MK,R,NA,NA,NA,NA,Recruitment,1.9,1,2.1,MK,NA,NA,NA,NA,1.42857142857143,Growth,1.4,1.3,1.8,MK,R,NA,NA,NA,0.9,Recruitment,1.1,1.5,1.6,MK,NA,NA,NA,NA,0.933333333333333,NA,NA,NA,NA,NS,NS,NA,NA,NA,NA,NA,NA,NA,NA,EW,D,D,NA,NA,NA,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6281,LTER5,BR,T1,Por,1.4,79,25,1.6,0.9,1.6,MK,R,NA,NA,NA,NA,Recruitment,NA,NA,NA,MK,D,NA,NA,NA,NA,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6282,LTER5,BR,T1,Por,1.4,83,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,4,4.3,MK,Fi6,NA,NA,6,NA,Fission6,6.8,4.3,4.1,MK,NA,NA,NA,NA,1.08571428571429,Growth,NA,NA,NA,MK,Fu1,NA,1,NA,NA,Fusion1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA
6283,LTER5,BR,T1,Por,1.41,65,7,1.7,1.5,2.9,MK,R,NA,NA,NA,NA,Recruitment,1.3,0.8,0.7,MK,NA,NA,NA,NA,0.459016393442623,NA,NA,NA,NA,MK,D,NA,NA,NA,NA,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6284,LTER5,BR,T1,Por,1.42,65,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,1.5,1.2,2.1,MK,Fi1,NA,NA,1,NA,Fission1,NA,NA,NA,NS,NS,NA,NA,NA,NA,NA,4.5,3.9,4.2,EW,NA,Fu2,2,NA,NA,Fusion2,NA,NA,NA,EW,D,D,NA,NA,NA,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6285,LTER5,BR,T1,Por,1.42,73,28,2,1.2,2.2,MK,R,NA,NA,NA,NA,Recruitment,2,1.1,0.6,MK,NA,NA,NA,NA,0.685185185185185,NA,NA,NA,NA,MK,D,NA,NA,NA,NA,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6286,LTER5,BR,T1,Por,1.43,59,51,11.3,7.2,10.7,MK,NA,NA,NA,NA,NA,NA,8.8,4.5,6.5,MK,NA,NA,NA,NA,0.678082191780822,NA,1.6,0.9,1.1,MK,R,NA,NA,NA,0.181818181818182,Recruitment,1.5,0.7,1,MK,NA,NA,NA,NA,0.888888888888889,NA,NA,NA,NA,NS,NS,NA,NA,NA,NA,NA,NA,NA,NA,EW,D,D,NA,NA,NA,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6287,LTER5,BR,T1,Por,1.43,77,42,0.7,0.9,0.9,MK,R,NA,NA,NA,NA,Recruitment,NA,NA,NA,MK,D,NA,NA,NA,NA,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
