coral_number,site,habitat,transect,taxa,x,y,z,length_2013,width_2013,height_2013,observer_2013,note_2013,note_extra_2013,dynamics_2013,length_2014,width_2014,height_2014,observer_2014,note_2014,note_extra_2014,dynamics_2014,length_2015,width_2015,height_2015,observer_2015,note_2015,note_extra_2015,dynamics_2015,length_2016,width_2016,height_2016,observer_2016,note_2016,note_extra_2016,dynamics_2016,length_2017,width_2017,height_2017,observer_2017,note_2017,note_extra_2017,dynamics_2017,length_2018,width_2018,height_2018,observer_2018,note_2018,note_extra_2018,dynamics_2018,length_2019,width_2019,height_2019,observer_2019,note_2019,note_extra_2019,dynamics_2019,length_2020,width_2020,height_2020,observer_2020,note_2020,note_extra_2020,dynamics_2020,length_2021,width_2021,height_2021,observer_2021,note_2021,note_extra_2021,dynamics_2021
5592,LTER5,BR,T1,Por,1.3,41,25,2,1.6,1.9,MK,R,NA,Recruitment,NA,NA,NA,MK,D,NA,Death,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5593,LTER5,BR,T1,Por,1.31,7,56,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,2,1.7,3.7,MK,(R),NA,Recruitment,NA,NA,NA,NA,NA,NA,NA,2.5,2.3,3.9,EW,NA,NA,NA,3,3.5,5,EW,NA,NA,NA,NA,NA,NA,EW,D,NA,Death,NA,NA,NA,NA,NA,NA,NA
5594,LTER5,BR,T1,Por,1.31,43,27,2.9,1.8,3.6,MK,NA,NA,NA,2.3,1.6,2.4,MK,R,NA,Recruitment,NA,NA,NA,MK,D,NA,Death,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5595,LTER5,BR,T1,Por,1.32,73,16,9.2,7,7.8,MK,NA,NA,NA,7.3,3.3,5.9,MK,NA,NA,NA,8.4,3,6.5,MK,NA,NA,NA,8,3.4,6.3,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.2,5.2,7.9,EW,NA,NA,NA,10,6,9,EW,NA,NA,NA,18,13,12,EW,NA,NA,NA,9.3,7,9.3,MK,NA,NA,NA
5596,LTER5,BR,T1,Por,1.32,56,20,2.3,2.1,2.8,MK,R,NA,Recruitment,2.3,0.7,2.2,MK,NA,NA,NA,1.2,0.5,1.4,MK,R,NA,Recruitment,1.3,1.4,0.9,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9,6.5,7.5,EW,NA,NA,NA,NA,NA,NA,EW,NA,montipora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5597,LTER5,BR,T1,Por,1.33,61,31,4.8,2.3,3.1,MK,NA,NA,NA,2.7,1.1,2.5,MK,R,NA,Recruitment,2.3,1.1,1.8,MK,NA,NA,NA,1.8,0.7,1.1,MK,R,NA,Recruitment,NA,NA,NA,NA,NA,NA,NA,4.3,3.5,4.6,EW,NA,NA,NA,5,4.5,5,EW,NA,NA,NA,NA,NA,NA,EW,D,NA,Death,NA,NA,NA,NA,NA,NA,NA
5598,LTER5,BR,T1,Por,1.33,55,41,8.3,4.3,7.9,MK,NA,NA,NA,4.7,5.1,4.7,MK,Fi5,NA,Fission5,NA,NA,NA,MK,D,NA,Death,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5599,LTER5,BR,T1,Por,1.33,60,35,2.8,3.1,2,MK,NA,NA,NA,NA,NA,NA,MK,D,NA,Death,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5600,LTER5,BR,T1,Por,1.33,68,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.5,EW,NA,NA,NA,1.8,1.6,1.5,MK,NA,NA,NA
5601,LTER5,BR,T1,Por,1.35,62,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,2.2,1.7,EW,NA,R,Recruitment,5,4.5,5,EW,NA,NA,NA,NA,NA,NA,EW,D,NA,Death,NA,NA,NA,NA,NA,NA,NA
5602,LTER5,BR,T1,Por,1.35,7,58,1.3,1,1.4,MK,R,NA,Recruitment,NA,NA,NA,MK,D,NA,Death,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5603,LTER5,BR,T1,Por,1.35,5,59,2.3,1.6,2,MK,R,NA,Recruitment,1.8,1.2,1.8,MK,NA,NA,NA,3,2.3,2.7,MK,R,NA,Recruitment,4.5,3,5.3,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,NA,D,Death,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5604,LTER5,BR,T1,Por,1.35,42,39,8.5,6,9.8,MK,NA,NA,NA,8.3,5.7,9.1,MK,NA,NA,NA,NA,NA,NA,MK,D,NA,Death,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5605,LTER5,BR,T1,Por,1.35,58,36,0.9,0.4,0.4,MK,R,NA,Recruitment,NA,NA,NA,MK,D,NA,Death,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5606,LTER5,BR,T1,Por,1.35,73,22,2.7,1.3,0.7,MK,R,NA,Recruitment,2.1,0.7,1.5,MK,NA,NA,NA,NA,NA,NA,MK,D,NA,Death,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5607,LTER5,BR,T1,Por,1.36,1,55,7.3,4.7,7.6,MK,NA,NA,NA,7.2,7.7,5.6,MK,NA,NA,NA,9.2,8,8.1,MK,NA,NA,NA,2.2,1.8,2.6,MK,R,NA,Recruitment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,D,D,Death,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5608,LTER5,BR,T1,Por,1.36,61,8,6.3,5.4,7.6,MK,NA,NA,NA,4,5.8,5.1,MK,NA,NA,NA,6.9,6.6,5.1,MK,NA,NA,NA,7.7,4.8,6.4,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,D,D,Death,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5609,LTER5,BR,T1,Por,1.37,73,13,13.5,9.6,14.7,MK,NA,NA,NA,6.7,3.7,5.8,MK,NA,NA,NA,7,8.4,7.9,MK,NA,NA,NA,9,6.5,7.3,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,5.1,4.9,EW,NA,NA,NA,7,5,6,EW,NA,NA,NA,5,4,2,EW,NA,montiipora covering,NA,9.6,5.2,4.7,MK,NA,NA,NA
5610,LTER5,BR,T1,Por,1.37,79,39,13.2,7,11.5,MK,NA,NA,NA,7.2,4.4,7.6,MK,Fi6,NA,Fission6,8.5,5.6,7.5,MK,NA,NA,NA,12,6.8,10.3,MK,Fu1,NA,Fusion1,NA,NA,NA,NA,NA,NA,NA,7.8,7,7.3,EW,NA,NA,NA,7.5,7,7,EW,NA,NA,NA,14,15,10,EW,NA,NA,NA,19,9.5,13.3,MK,Fu2,NA,Fusion2
5611,LTER5,BR,T1,Por,1.38,59,11,2.6,1.8,3,MK,R,NA,Recruitment,2.7,1.8,3.1,MK,NA,NA,NA,NA,NA,NA,MK,D,NA,Death,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5612,LTER5,BR,T1,Por,1.4,73,41,5.3,2.5,4,MK,NA,NA,NA,3.3,1.6,4.1,MK,NA,NA,NA,4.3,2.8,4,MK,NA,NA,NA,3.6,2.8,5.9,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,3.4,4.1,EW,NA,NA,NA,5,4.5,5,EW,NA,NA,NA,11,7,7.5,EW,NA,NA,NA,NA,NA,NA,MK,Fu2,NA,Fusion2
5613,LTER5,BR,T1,Por,1.4,52,45,3.3,2.2,3.9,MK,NA,NA,NA,NA,NA,NA,MK,D,NA,Death,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5614,LTER5,BR,T1,Por,1.4,83,39,NA,NA,NA,MK,NA,NA,NA,5.7,4,4.3,MK,Fi6,NA,Fission6,6.8,4.3,4.1,MK,NA,NA,NA,NA,NA,NA,MK,Fu1,NA,Fusion1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5615,LTER5,BR,T1,Por,1.4,77,28,1.8,1,0.7,MK,R,NA,Recruitment,1.9,1,2.1,MK,NA,NA,NA,1.4,1.3,1.8,MK,R,NA,Recruitment,1.1,1.5,1.6,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,NA,D,Death,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5616,LTER5,BR,T1,Por,1.4,79,25,1.6,0.9,1.6,MK,R,NA,Recruitment,NA,NA,NA,MK,D,NA,Death,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5617,LTER5,BR,T1,Por,1.41,65,7,1.7,1.5,2.9,MK,R,NA,Recruitment,1.3,0.8,0.7,MK,NA,NA,NA,NA,NA,NA,MK,D,NA,Death,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5618,LTER5,BR,T1,Por,1.42,73,28,2,1.2,2.2,MK,R,NA,Recruitment,2,1.1,0.6,MK,NA,NA,NA,NA,NA,NA,MK,D,NA,Death,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5619,LTER5,BR,T1,Por,1.42,65,31,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,1.5,1.2,2.1,MK,Fi1,NA,Fission1,NA,NA,NA,NA,NA,NA,NA,4.5,3.9,4.2,EW,NA,Fu2,Fusion2,NA,NA,NA,EW,D,NA,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5620,LTER5,BR,T1,Por,1.43,59,51,11.3,7.2,10.7,MK,NA,NA,NA,8.8,4.5,6.5,MK,NA,NA,NA,1.6,0.9,1.1,MK,R,NA,Recruitment,1.5,0.7,1,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,NA,D,Death,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5621,LTER5,BR,T1,Por,1.43,86,36,NA,NA,NA,MK,NA,NA,NA,5.4,3.8,7.7,MK,Fi6,NA,Fission6,2.4,2,3.2,MK,NA,NA,NA,3,2,3.5,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,D,D,Death,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5622,LTER5,BR,T1,Por,1.43,77,42,0.7,0.9,0.9,MK,R,NA,Recruitment,NA,NA,NA,MK,D,NA,Death,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5623,LTER5,BR,T1,Por,1.44,50,50,6.5,4.8,8.6,MK,NA,NA,NA,7.5,5,7.6,MK,NA,NA,NA,8.1,5,7.7,MK,NA,NA,NA,8.3,5.1,8,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,3,3.5,EW,NA,NA,NA,4,4,4.5,EW,NA,NA,NA,NA,NA,NA,EW,D,NA,Death,NA,NA,NA,NA,NA,NA,NA
5624,LTER5,BR,T1,Por,1.44,67,30,2.3,2,2.3,MK,R,NA,Recruitment,2.2,1.1,2.2,MK,NA,NA,NA,5.3,2.7,2.6,MK,NA,NA,NA,3.3,1,2.3,MK,Fi1,NA,Fission1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,NA,Fu2,Fusion2,5.5,4.8,4,EW,NA,NA,NA,3,3,5.5,EW,NA,NA,NA,NA,NA,NA,MK,D,NA,Death
5625,LTER5,BR,T1,Por,1.44,70,27,5.4,2.8,2.8,MK,NA,NA,NA,4.2,1.6,2.5,MK,NA,NA,NA,1,0.3,1,MK,R,NA,Recruitment,NA,NA,NA,MK,D,NA,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5626,LTER5,BR,T1,Por,1.45,80,42,4,3.7,4.6,MK,NA,NA,NA,2.9,1.7,3.3,MK,NA,NA,NA,3.3,2.4,4.5,MK,NA,NA,NA,4.1,4.8,6.5,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,D,D,Death,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5627,LTER5,BR,T1,Por,1.46,80,10,5.6,3.7,5.6,MK,NA,NA,NA,6,3.7,5.4,MK,NA,NA,NA,NA,NA,NA,MK,D,NA,Death,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5628,LTER5,BR,T1,Por,1.46,92,27,5.7,4.2,5.4,MK,NA,NA,NA,4.7,3.5,3.6,MK,NA,NA,NA,5,3.2,3.8,MK,NA,NA,NA,5.6,2.3,3.5,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,D,D,Death,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5629,LTER5,BR,T1,Por,1.47,54,52,2.1,1.9,2.7,MK,R,NA,Recruitment,2.5,2,2.7,MK,NA,NA,NA,3.2,2.2,3.3,MK,NA,NA,NA,4.1,2.9,4.1,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,6.3,4.9,EW,NA,NA,NA,7.8,6.3,7,EW,NA,NA,NA,NA,NA,NA,EW,D,NA,Death,NA,NA,NA,NA,NA,NA,NA
5630,LTER5,BR,T1,Por,1.47,69,49,3.3,1.9,6,MK,NA,NA,NA,4.3,2.8,6.5,MK,NA,NA,NA,3,2.3,2.9,MK,R,NA,Recruitment,2,1.3,2.3,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1,4.2,3.5,EW,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5631,LTER5,BR,T1,Por,1.48,41,56,8.3,4.5,8.6,MK,NA,NA,NA,4.8,3,4.8,MK,NA,NA,NA,4.1,3.6,4.3,MK,NA,NA,NA,6,3.5,5.5,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9,3.2,4,EW,NA,NA,NA,4,2,4.5,EW,NA,NA,NA,4.3,5.4,5,EW,NA,NA,NA,5,5.1,5.5,MK,NA,NA,NA
5632,LTER5,BR,T1,Por,1.48,87,38,3.8,1.3,2.1,MK,NA,NA,NA,1.1,0.5,0.8,MK,R,NA,Recruitment,NA,NA,NA,MK,Fu1,NA,Fusion1,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5633,LTER5,BR,T1,Por,1.48,84,31,1.4,0.7,0.9,MK,R,NA,Recruitment,NA,NA,NA,MK,D,NA,Death,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5634,LTER5,BR,T1,Por,1.49,54,50,1,0.8,1.3,MK,R,NA,Recruitment,NA,NA,NA,MK,D,NA,Death,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5635,LTER5,BR,T1,Por,1.49,68,51,2.2,1.7,3,MK,R,NA,Recruitment,2.1,1.7,2,MK,NA,NA,NA,NA,NA,NA,MK,D,NA,Death,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5636,LTER5,BR,T1,Por,1.49,85,33,2.2,1,1.4,MK,R,NA,Recruitment,NA,NA,NA,MK,D,NA,Death,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5637,LTER5,BR,T1,Por,1.5,96,40,10.3,9.4,9.7,MK,NA,NA,NA,10.5,9.4,11.3,MK,NA,NA,NA,12.3,9,12.3,MK,NA,NA,NA,12,11,13,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.6,12.1,11.7,EW,NA,NA,NA,11.8,12,9,EW,NA,NA,NA,15,15,24,EW,NA,fused with non T coral,Fusion,14.3,14.2,12.8,MK,NA,NA,NA
5638,LTER5,BR,T1,Por,1.5,78,7,2.2,1.5,2.8,MK,R,NA,Recruitment,2.5,2.4,2.2,MK,NA,NA,NA,3.3,3.2,2.8,MK,NA,NA,NA,2.3,1.6,3.5,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,D,D,Death,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5639,LTER5,BR,T1,Por,1.5,54,48,2.2,1.8,2.1,MK,R,NA,Recruitment,NA,NA,NA,MK,D,NA,Death,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5640,LTER5,BR,T1,Por,1.5,39,57,0.5,0.3,0.6,MK,R,NA,Recruitment,NA,NA,NA,MK,D,NA,Death,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5641,LTER5,BR,T1,Por,1.5,38,55,0.7,0.5,1,MK,R,NA,Recruitment,NA,NA,NA,MK,D,NA,Death,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5642,LTER5,BR,T1,Por,1.5,66,52,2,1.7,2.5,MK,R,NA,Recruitment,2.6,1.5,2.6,MK,NA,NA,NA,NA,NA,NA,MK,D,NA,Death,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5643,LTER5,BR,T1,Por,1.5,81,39,3.5,1.1,1.5,MK,NA,NA,NA,1.7,1,2.5,MK,R,NA,Recruitment,7.1,3,3.7,MK,Fu1,NA,Fusion1,7.7,4.1,5.2,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,NA,D,Death,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5644,LTER5,BR,T1,Por,1.5,84,38,2.5,1.2,2.8,MK,R,NA,Recruitment,1.9,2.3,3,MK,NA,NA,NA,NA,NA,NA,MK,Fu1,NA,Fusion1,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5645,LTER5,BR,T1,Por,1.5,50,70,0.8,0.6,0.7,MK,R,NA,Recruitment,NA,NA,NA,MK,D,NA,Death,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5646,LTER5,BR,T1,Por,1.51,87,29,1,0.6,1.3,MK,R,NA,Recruitment,NA,NA,NA,MK,D,NA,Death,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5647,LTER5,BR,T1,Por,1.51,89,47,2,1.2,2.3,MK,R,NA,Recruitment,2.7,1.1,2.2,MK,NA,NA,NA,2.6,1.6,3,MK,R,NA,Recruitment,NA,NA,NA,MK,D,NA,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5648,LTER5,BR,T1,Por,1.52,73,47,9.3,6.8,5.2,MK,NA,NA,NA,8.1,6.9,5.8,MK,NA,NA,NA,3.2,1.6,3.2,MK,NA,NA,NA,2.1,1.6,2.3,MK,R,NA,Recruitment,NA,NA,NA,NA,NA,NA,NA,8.7,5.5,7.4,EW,NA,NA,NA,9.5,8,8,EW,NA,NA,NA,22.5,13.5,17,EW,NA,Fu1,Fusion1,11.5,9.7,9.2,MK,Fi1,NA,Fission1
5649,LTER5,BR,T1,Por,1.52,86,49,1.6,1.3,2.5,MK,R,NA,Recruitment,1.9,1,2.3,MK,NA,NA,NA,NA,NA,NA,MK,D,NA,Death,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5650,LTER5,BR,T1,Por,1.53,19,59,20.2,13.3,20.9,MK,NA,NA,NA,20.7,13.4,19.2,MK,Bi,NA,NA,20.8,19.2,20.7,MK,NA,NA,NA,21.5,14.5,21.7,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.2,13.6,17.9,EW,NA,NA,NA,20,16,20,EW,NA,NA,NA,NA,NA,NA,EW,NA,Fu1,Fusion1,NA,NA,NA,NA,NA,NA,NA
5651,LTER5,BR,T1,Por,1.53,69,49,1.7,1,1.9,MK,R,NA,Recruitment,1.1,0.8,1.6,MK,NA,NA,NA,NA,NA,NA,MK,D,NA,Death,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5652,LTER5,BR,T1,Por,1.53,63,43,2.8,1.8,1.9,MK,R,NA,Recruitment,NA,NA,NA,MK,D,NA,Death,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,MK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,EW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
